"Species","Region","Indicator","category","Year","Value","rank","n_years_per_indicator","n_stocks_per_region","norm_rank","total_risk","overall_rank"
"Scup","Atlantic","max_length_fall","Biological","1996-2000 mean",28,41,52,8,0.788461538461538,8.22903932153158,32
"Scup","Atlantic","max_length_fall","Biological","1997-2001 mean",29.2,36.5,51.5,8,0.701923076923077,7.66183995528036,28
"Scup","Atlantic","max_length_fall","Biological","1998-2002 mean",30.8,33,51,8,0.634615384615385,6.33178865338308,11
"Scup","Atlantic","max_length_fall","Biological","1999-2003 mean",32.2,30,51,8,0.576923076923077,7.19842852795639,22
"Scup","Atlantic","max_length_fall","Biological","2000-2004 mean",32.8,29,50,8,0.557692307692308,6.39649817416845,12
"Scup","Atlantic","max_length_fall","Biological","2001-2005 mean",33,28,51,8,0.538461538461538,6.71016247254637,14
"Scup","Atlantic","max_length_fall","Biological","2002-2006 mean",34.4,19,51,8,0.365384615384615,5.88232730676616,6
"Scup","Atlantic","max_length_fall","Biological","2003-2007 mean",34.8,14.5,52,8,0.278846153846154,6.98484179434257,12
"Scup","Atlantic","max_length_fall","Biological","2004-2008 mean",33.4,25.5,52,8,0.490384615384615,5.36870716572729,3
"Scup","Atlantic","max_length_fall","Biological","2005-2009 mean",33.6,23,51.5,8,0.442307692307692,5.45551354819931,4
"Scup","Atlantic","max_length_fall","Biological","2006-2010 mean",34.4,19,51.5,8,0.365384615384615,6.07790131909714,2
"Scup","Atlantic","max_length_fall","Biological","2007-2011 mean",33.6,23,51.5,8,0.442307692307692,6.36957178957953,4
"Scup","Atlantic","max_length_fall","Biological","2008-2012 mean",34,21,52,8,0.403846153846154,6.35129462041227,5
"Scup","Atlantic","max_length_fall","Biological","2009-2013 mean",35.6,9.5,49.5,8,0.182692307692308,7.95490725304967,26
"Scup","Atlantic","max_length_fall","Biological","2010-2014 mean",36.2,4,52,8,0.0769230769230769,7.4110079119367,17
"Scup","Atlantic","max_length_fall","Biological","2011-2015 mean",36,5.5,52,8,0.105769230769231,7.95796535550793,22
"Scup","Atlantic","max_length_fall","Biological","2012-2016 mean",36.4,3,52,8,0.0576923076923077,7.49536314863327,14
"Scup","Atlantic","max_length_fall","Biological","2013-2017 mean",36,5.5,52,8,0.105769230769231,8.07345267391707,20
"Scup","Atlantic","max_length_fall","Biological","2014-2018 mean",36.75,2,52,8,0.0384615384615385,7.58697937339578,17
"Scup","Atlantic","max_length_fall","Biological","2015-2019 mean",37,1,52,8,0.0192307692307692,7.64075854700855,22
"Scup","Atlantic","max_length_spring","Biological","1969-1973 mean",35.6,16.5,34,8,0.34375,7.44150641025641,39
"Scup","Atlantic","max_length_spring","Biological","1970-1974 mean",36.8,11,39,8,0.229166666666667,7.37660256410256,38
"Scup","Atlantic","max_length_spring","Biological","1971-1975 mean",36.8,11,31,8,0.229166666666667,6.70833333333333,30
"Scup","Atlantic","max_length_spring","Biological","1972-1976 mean",36.6,13,31,8,0.270833333333333,6.81089743589744,30
"Scup","Atlantic","max_length_spring","Biological","1973-1977 mean",37.8,6.5,32,8,0.135416666666667,6.25721153846154,20
"Scup","Atlantic","max_length_spring","Biological","1974-1978 mean",36,15,47,8,0.3125,6.13782051282051,21
"Scup","Atlantic","max_length_spring","Biological","1975-1979 mean",35,19,48,8,0.395833333333333,6.30448717948718,26
"Scup","Atlantic","max_length_spring","Biological","1976-1980 mean",35,19,46,8,0.395833333333333,6.84615384615385,38
"Scup","Atlantic","max_length_spring","Biological","1977-1981 mean",34.8,21.5,45,8,0.447916666666667,7.73317307692308,49
"Scup","Atlantic","max_length_spring","Biological","1978-1982 mean",34.8,21.5,44,8,0.447916666666667,8.14275472334683,49
"Scup","Atlantic","max_length_spring","Biological","1979-1983 mean",35,19,48,8,0.395833333333333,8.80474021592443,50
"Scup","Atlantic","max_length_spring","Biological","1980-1984 mean",33.6,26,45,8,0.541666666666667,9.14274066576698,53
"Scup","Atlantic","max_length_spring","Biological","1981-1985 mean",32.4,30.5,46,8,0.635416666666667,8.82395692757535,50
"Scup","Atlantic","max_length_spring","Biological","1982-1986 mean",30.8,35,44,8,0.729166666666667,9.40870676880739,47
"Scup","Atlantic","max_length_spring","Biological","1983-1987 mean",30,37.5,47,8,0.78125,9.56497330713662,50
"Scup","Atlantic","max_length_spring","Biological","1984-1988 mean",32.6,29,48,8,0.604166666666667,8.82177800269906,38
"Scup","Atlantic","max_length_spring","Biological","1985-1989 mean",32.2,32.5,46.5,8,0.677083333333333,8.86256731099997,36
"Scup","Atlantic","max_length_spring","Biological","1986-1990 mean",33.6,26,46.5,8,0.541666666666667,8.44843183562224,29
"Scup","Atlantic","max_length_spring","Biological","1987-1991 mean",33.6,26,42.5,8,0.541666666666667,7.99951046545474,11
"Scup","Atlantic","max_length_spring","Biological","1988-1992 mean",33,28,43,8,0.583333333333333,8.38175425365828,17
"Scup","Atlantic","max_length_spring","Biological","1989-1993 mean",30.2,36,48,8,0.75,8.0978341404038,12
"Scup","Atlantic","max_length_spring","Biological","1990-1994 mean",30,37.5,47,8,0.78125,8.48821726733878,19
"Scup","Atlantic","max_length_spring","Biological","1991-1995 mean",28.8,40,48,8,0.833333333333333,9.26425273213199,31
"Scup","Atlantic","max_length_spring","Biological","1992-1996 mean",28.4,41,48,8,0.854166666666667,9.88682490540076,46
"Scup","Atlantic","max_length_spring","Biological","1993-1997 mean",27.2,43,48,8,0.895833333333333,9.76895954063137,44
"Scup","Atlantic","max_length_spring","Biological","1994-1998 mean",25.4,45.5,47.5,8,0.947916666666667,9.82924588526369,46
"Scup","Atlantic","max_length_spring","Biological","1995-1999 mean",25.2,47,47.5,8,0.979166666666667,9.10116495991109,41
"Scup","Atlantic","max_length_spring","Biological","1996-2000 mean",24.4,48,48,8,1,8.22903932153158,32
"Scup","Atlantic","max_length_spring","Biological","1997-2001 mean",25.4,45.5,47,8,0.947916666666667,7.66183995528036,28
"Scup","Atlantic","max_length_spring","Biological","1998-2002 mean",27,44,44,8,0.916666666666667,6.33178865338308,11
"Scup","Atlantic","max_length_spring","Biological","1999-2003 mean",28.2,42,45.5,8,0.875,7.19842852795639,22
"Scup","Atlantic","max_length_spring","Biological","2000-2004 mean",29.8,39,45.5,8,0.8125,6.39649817416845,12
"Scup","Atlantic","max_length_spring","Biological","2001-2005 mean",31.2,34,48,8,0.708333333333333,6.71016247254637,14
"Scup","Atlantic","max_length_spring","Biological","2002-2006 mean",32.4,30.5,47.5,8,0.635416666666667,5.88232730676616,6
"Scup","Atlantic","max_length_spring","Biological","2003-2007 mean",32.2,32.5,48,8,0.677083333333333,6.98484179434257,12
"Scup","Atlantic","max_length_spring","Biological","2004-2008 mean",34,24,47,8,0.5,5.36870716572729,3
"Scup","Atlantic","max_length_spring","Biological","2005-2009 mean",34.4,23,48,8,0.479166666666667,5.45551354819931,4
"Scup","Atlantic","max_length_spring","Biological","2006-2010 mean",35.6,16.5,46,8,0.34375,6.07790131909714,2
"Scup","Atlantic","max_length_spring","Biological","2007-2011 mean",36.4,14,47.5,8,0.291666666666667,6.36957178957953,4
"Scup","Atlantic","max_length_spring","Biological","2008-2012 mean",37,9,48,8,0.1875,6.35129462041227,5
"Scup","Atlantic","max_length_spring","Biological","2009-2013 mean",36.8,11,47.5,8,0.229166666666667,7.95490725304967,26
"Scup","Atlantic","max_length_spring","Biological","2010-2014 mean",39,3,46,8,0.0625,7.4110079119367,17
"Scup","Atlantic","max_length_spring","Biological","2011-2015 mean",38.6,4.5,47.5,8,0.09375,7.95796535550793,22
"Scup","Atlantic","max_length_spring","Biological","2012-2016 mean",38.6,4.5,46,8,0.09375,7.49536314863327,14
"Scup","Atlantic","max_length_spring","Biological","2013-2017 mean",39.2,2,48,8,0.0416666666666667,8.07345267391707,20
"Scup","Atlantic","max_length_spring","Biological","2014-2018 mean",39.6,1,48,8,0.0208333333333333,7.58697937339578,17
"Scup","Atlantic","max_length_spring","Biological","2015-2019 mean",37.8,6.5,48,8,0.135416666666667,7.64075854700855,22
"Scup","Atlantic","max_length_spring","Biological","2016-2020 mean",37.4,8,48,8,0.166666666666667,0.666666666666667,3
"Scup","Atlantic","rec_catch","Socioeconomic","1982-1986 mean",9197916.4,16,34,8,0.470588235294118,9.40870676880739,47
"Scup","Atlantic","rec_catch","Socioeconomic","1983-1987 mean",9556264.8,21,34,8,0.617647058823529,9.56497330713662,50
"Scup","Atlantic","rec_catch","Socioeconomic","1984-1988 mean",9238749.8,17,34,8,0.5,8.82177800269906,38
"Scup","Atlantic","rec_catch","Socioeconomic","1985-1989 mean",10688917,28,34,8,0.823529411764706,8.86256731099997,36
"Scup","Atlantic","rec_catch","Socioeconomic","1986-1990 mean",9864802,24,34,8,0.705882352941177,8.44843183562224,29
"Scup","Atlantic","rec_catch","Socioeconomic","1987-1991 mean",9611150.2,22,34,8,0.647058823529412,7.99951046545474,11
"Scup","Atlantic","rec_catch","Socioeconomic","1988-1992 mean",9410672.6,19,34,8,0.558823529411765,8.38175425365828,17
"Scup","Atlantic","rec_catch","Socioeconomic","1989-1993 mean",8928105.6,15,34,8,0.441176470588235,8.0978341404038,12
"Scup","Atlantic","rec_catch","Socioeconomic","1990-1994 mean",7684353.8,12,33,8,0.352941176470588,8.48821726733878,19
"Scup","Atlantic","rec_catch","Socioeconomic","1991-1995 mean",6703095.2,8,34,8,0.235294117647059,9.26425273213199,31
"Scup","Atlantic","rec_catch","Socioeconomic","1992-1996 mean",5004508.2,5,29,8,0.147058823529412,9.88682490540076,46
"Scup","Atlantic","rec_catch","Socioeconomic","1993-1997 mean",3630490.4,3,28,8,0.0882352941176471,9.76895954063137,44
"Scup","Atlantic","rec_catch","Socioeconomic","1994-1998 mean",3068460.4,1,28,8,0.0294117647058824,9.82924588526369,46
"Scup","Atlantic","rec_catch","Socioeconomic","1995-1999 mean",3130453.8,2,26,8,0.0588235294117647,9.10116495991109,41
"Scup","Atlantic","rec_catch","Socioeconomic","1996-2000 mean",4955606.2,4,29,8,0.117647058823529,8.22903932153158,32
"Scup","Atlantic","rec_catch","Socioeconomic","1997-2001 mean",6024260.2,7,30,8,0.205882352941176,7.66183995528036,28
"Scup","Atlantic","rec_catch","Socioeconomic","1998-2002 mean",6763062.8,9,29,8,0.264705882352941,6.33178865338308,11
"Scup","Atlantic","rec_catch","Socioeconomic","1999-2003 mean",9842615.4,23,32,8,0.676470588235294,7.19842852795639,22
"Scup","Atlantic","rec_catch","Socioeconomic","2000-2004 mean",11482839.2,31,34,8,0.911764705882353,6.39649817416845,12
"Scup","Atlantic","rec_catch","Socioeconomic","2001-2005 mean",10063421,26,34,8,0.764705882352941,6.71016247254637,14
"Scup","Atlantic","rec_catch","Socioeconomic","2002-2006 mean",9296920.6,18,33,8,0.529411764705882,5.88232730676616,6
"Scup","Atlantic","rec_catch","Socioeconomic","2003-2007 mean",9470991.2,20,32,8,0.588235294117647,6.98484179434257,12
"Scup","Atlantic","rec_catch","Socioeconomic","2004-2008 mean",7181264.2,10,33,8,0.294117647058824,5.36870716572729,3
"Scup","Atlantic","rec_catch","Socioeconomic","2005-2009 mean",5872829.2,6,31,8,0.176470588235294,5.45551354819931,4
"Scup","Atlantic","rec_catch","Socioeconomic","2006-2010 mean",7508576.6,11,31,8,0.323529411764706,6.07790131909714,2
"Scup","Atlantic","rec_catch","Socioeconomic","2007-2011 mean",8387925,13,34,8,0.382352941176471,6.36957178957953,4
"Scup","Atlantic","rec_catch","Socioeconomic","2008-2012 mean",8621384,14,34,8,0.411764705882353,6.35129462041227,5
"Scup","Atlantic","rec_catch","Socioeconomic","2009-2013 mean",9996399.4,25,32,8,0.735294117647059,7.95490725304967,26
"Scup","Atlantic","rec_catch","Socioeconomic","2010-2014 mean",10793304,30,31,8,0.882352941176471,7.4110079119367,17
"Scup","Atlantic","rec_catch","Socioeconomic","2011-2015 mean",10733457.6,29,33,8,0.852941176470588,7.95796535550793,22
"Scup","Atlantic","rec_catch","Socioeconomic","2012-2016 mean",10668925,27,34,8,0.794117647058823,7.49536314863327,14
"Scup","Atlantic","rec_catch","Socioeconomic","2013-2017 mean",11720736,32,34,8,0.941176470588235,8.07345267391707,20
"Scup","Atlantic","rec_catch","Socioeconomic","2014-2018 mean",11789062,33,33,8,0.970588235294118,7.58697937339578,17
"Scup","Atlantic","rec_catch","Socioeconomic","2015-2019 mean",12557958,34,34,8,1,7.64075854700855,22
"Scup","Atlantic","com_catch","Socioeconomic","1951-1955 mean",NA,NA,NA,8,NA,2.5,10
"Scup","Atlantic","com_catch","Socioeconomic","1952-1956 mean",NA,NA,NA,8,NA,2.5,12
"Scup","Atlantic","com_catch","Socioeconomic","1953-1957 mean",NA,NA,NA,8,NA,2.5,13
"Scup","Atlantic","com_catch","Socioeconomic","1954-1958 mean",NA,NA,NA,8,NA,2.5,13
"Scup","Atlantic","com_catch","Socioeconomic","1955-1959 mean",NA,NA,NA,8,NA,2.5,11
"Scup","Atlantic","com_catch","Socioeconomic","1956-1960 mean",NA,NA,NA,8,NA,2.5,10
"Scup","Atlantic","com_catch","Socioeconomic","1957-1961 mean",NA,NA,NA,8,NA,2.5,10
"Scup","Atlantic","com_catch","Socioeconomic","1958-1962 mean",NA,NA,NA,8,NA,2.5,11
"Scup","Atlantic","com_catch","Socioeconomic","1959-1963 mean",NA,NA,NA,8,NA,2.5,13
"Scup","Atlantic","com_catch","Socioeconomic","1960-1964 mean",NA,NA,NA,8,NA,2.5,15
"Scup","Atlantic","com_catch","Socioeconomic","1961-1965 mean",NA,NA,NA,8,NA,2.5,18
"Scup","Atlantic","com_catch","Socioeconomic","1962-1966 mean",NA,NA,NA,8,NA,2.5,17
"Scup","Atlantic","com_catch","Socioeconomic","1963-1967 mean",NA,NA,NA,8,NA,2.5,18
"Scup","Atlantic","com_catch","Socioeconomic","1964-1968 mean",NA,NA,NA,8,NA,4.72115384615385,33
"Scup","Atlantic","com_catch","Socioeconomic","1965-1969 mean",NA,NA,NA,8,NA,5.16346153846154,32
"Scup","Atlantic","com_catch","Socioeconomic","1966-1970 mean",NA,NA,NA,8,NA,5.52884615384615,36
"Scup","Atlantic","com_catch","Socioeconomic","1967-1971 mean",NA,NA,NA,8,NA,6.25,47
"Scup","Atlantic","com_catch","Socioeconomic","1968-1972 mean",NA,NA,NA,8,NA,6.07692307692308,44
"Scup","Atlantic","com_catch","Socioeconomic","1969-1973 mean",NA,NA,NA,8,NA,7.44150641025641,39
"Scup","Atlantic","com_catch","Socioeconomic","1970-1974 mean",NA,NA,NA,8,NA,7.37660256410256,38
"Scup","Atlantic","com_catch","Socioeconomic","1971-1975 mean",NA,NA,NA,8,NA,6.70833333333333,30
"Scup","Atlantic","com_catch","Socioeconomic","1972-1976 mean",NA,NA,NA,8,NA,6.81089743589744,30
"Scup","Atlantic","com_catch","Socioeconomic","1973-1977 mean",NA,NA,NA,8,NA,6.25721153846154,20
"Scup","Atlantic","com_catch","Socioeconomic","1974-1978 mean",NA,NA,NA,8,NA,6.13782051282051,21
"Scup","Atlantic","com_catch","Socioeconomic","1975-1979 mean",NA,NA,NA,8,NA,6.30448717948718,26
"Scup","Atlantic","com_catch","Socioeconomic","1976-1980 mean",NA,NA,NA,8,NA,6.84615384615385,38
"Scup","Atlantic","com_catch","Socioeconomic","1977-1981 mean",NA,NA,NA,8,NA,7.73317307692308,49
"Scup","Atlantic","com_catch","Socioeconomic","1978-1982 mean",NA,NA,NA,8,NA,8.14275472334683,49
"Scup","Atlantic","com_catch","Socioeconomic","1979-1983 mean",NA,NA,NA,8,NA,8.80474021592443,50
"Scup","Atlantic","com_catch","Socioeconomic","1980-1984 mean",NA,NA,NA,8,NA,9.14274066576698,53
"Scup","Atlantic","com_catch","Socioeconomic","1981-1985 mean",NA,NA,NA,8,NA,8.82395692757535,50
"Scup","Atlantic","com_catch","Socioeconomic","1982-1986 mean",NA,NA,NA,8,NA,9.40870676880739,47
"Scup","Atlantic","com_catch","Socioeconomic","1983-1987 mean",NA,NA,NA,8,NA,9.56497330713662,50
"Scup","Atlantic","com_catch","Socioeconomic","1984-1988 mean",NA,NA,NA,8,NA,8.82177800269906,38
"Scup","Atlantic","com_catch","Socioeconomic","1985-1989 mean",NA,NA,NA,8,NA,8.86256731099997,36
"Scup","Atlantic","com_catch","Socioeconomic","1986-1990 mean",NA,NA,NA,8,NA,8.44843183562224,29
"Scup","Atlantic","com_catch","Socioeconomic","1987-1991 mean",NA,NA,NA,8,NA,7.99951046545474,11
"Scup","Atlantic","com_catch","Socioeconomic","1988-1992 mean",NA,NA,NA,8,NA,8.38175425365828,17
"Scup","Atlantic","com_catch","Socioeconomic","1989-1993 mean",NA,NA,NA,8,NA,8.0978341404038,12
"Scup","Atlantic","com_catch","Socioeconomic","1990-1994 mean",NA,NA,NA,8,NA,8.48821726733878,19
"Scup","Atlantic","com_catch","Socioeconomic","1991-1995 mean",NA,NA,NA,8,NA,9.26425273213199,31
"Scup","Atlantic","com_catch","Socioeconomic","1992-1996 mean",NA,NA,NA,8,NA,9.88682490540076,46
"Scup","Atlantic","com_catch","Socioeconomic","1993-1997 mean",NA,NA,NA,8,NA,9.76895954063137,44
"Scup","Atlantic","com_catch","Socioeconomic","1994-1998 mean",NA,NA,NA,8,NA,9.82924588526369,46
"Scup","Atlantic","com_catch","Socioeconomic","1995-1999 mean",NA,NA,NA,8,NA,9.10116495991109,41
"Scup","Atlantic","com_catch","Socioeconomic","1996-2000 mean",NA,NA,NA,8,NA,8.22903932153158,32
"Scup","Atlantic","com_catch","Socioeconomic","1997-2001 mean",NA,NA,NA,8,NA,7.66183995528036,28
"Scup","Atlantic","com_catch","Socioeconomic","1998-2002 mean",NA,NA,NA,8,NA,6.33178865338308,11
"Scup","Atlantic","com_catch","Socioeconomic","1999-2003 mean",NA,NA,NA,8,NA,7.19842852795639,22
"Scup","Atlantic","com_catch","Socioeconomic","2000-2004 mean",8713000,4,59,8,0.25,6.39649817416845,12
"Scup","Atlantic","com_catch","Socioeconomic","2001-2005 mean",9005151,6,61,8,0.375,6.71016247254637,14
"Scup","Atlantic","com_catch","Socioeconomic","2002-2006 mean",8975768.66666667,5,64,8,0.3125,5.88232730676616,6
"Scup","Atlantic","com_catch","Socioeconomic","2003-2007 mean",9030166.25,7,65,8,0.4375,6.98484179434257,12
"Scup","Atlantic","com_catch","Socioeconomic","2004-2008 mean",8233549.2,2,63,8,0.125,5.36870716572729,3
"Scup","Atlantic","com_catch","Socioeconomic","2005-2009 mean",8117334.6,1,64,8,0.0625,5.45551354819931,4
"Scup","Atlantic","com_catch","Socioeconomic","2006-2010 mean",8316190,3,61,8,0.1875,6.07790131909714,2
"Scup","Atlantic","com_catch","Socioeconomic","2007-2011 mean",9440691.4,8,57,8,0.5,6.36957178957953,4
"Scup","Atlantic","com_catch","Socioeconomic","2008-2012 mean",10571385.6,9,58,8,0.5625,6.35129462041227,5
"Scup","Atlantic","com_catch","Socioeconomic","2009-2013 mean",13118263.6,10,59,8,0.625,7.95490725304967,26
"Scup","Atlantic","com_catch","Socioeconomic","2010-2014 mean",14631731.6,11,60,8,0.6875,7.4110079119367,17
"Scup","Atlantic","com_catch","Socioeconomic","2011-2015 mean",15918282.8,14,62,8,0.875,7.95796535550793,22
"Scup","Atlantic","com_catch","Socioeconomic","2012-2016 mean",16135905.4,15,65,8,0.9375,7.49536314863327,14
"Scup","Atlantic","com_catch","Socioeconomic","2013-2017 mean",16213337.8,16,64,8,1,8.07345267391707,20
"Scup","Atlantic","com_catch","Socioeconomic","2014-2018 mean",15317439.2,13,63,8,0.8125,7.58697937339578,17
"Scup","Atlantic","com_catch","Socioeconomic","2015-2019 mean",14845453.2,12,61,8,0.75,7.64075854700855,22
"Scup","Atlantic","revenue","Socioeconomic","1951-1955 mean",NA,NA,NA,8,NA,2.5,10
"Scup","Atlantic","revenue","Socioeconomic","1952-1956 mean",NA,NA,NA,8,NA,2.5,12
"Scup","Atlantic","revenue","Socioeconomic","1953-1957 mean",NA,NA,NA,8,NA,2.5,13
"Scup","Atlantic","revenue","Socioeconomic","1954-1958 mean",NA,NA,NA,8,NA,2.5,13
"Scup","Atlantic","revenue","Socioeconomic","1955-1959 mean",NA,NA,NA,8,NA,2.5,11
"Scup","Atlantic","revenue","Socioeconomic","1956-1960 mean",NA,NA,NA,8,NA,2.5,10
"Scup","Atlantic","revenue","Socioeconomic","1957-1961 mean",NA,NA,NA,8,NA,2.5,10
"Scup","Atlantic","revenue","Socioeconomic","1958-1962 mean",NA,NA,NA,8,NA,2.5,11
"Scup","Atlantic","revenue","Socioeconomic","1959-1963 mean",NA,NA,NA,8,NA,2.5,13
"Scup","Atlantic","revenue","Socioeconomic","1960-1964 mean",NA,NA,NA,8,NA,2.5,15
"Scup","Atlantic","revenue","Socioeconomic","1961-1965 mean",NA,NA,NA,8,NA,2.5,18
"Scup","Atlantic","revenue","Socioeconomic","1962-1966 mean",NA,NA,NA,8,NA,2.5,17
"Scup","Atlantic","revenue","Socioeconomic","1963-1967 mean",NA,NA,NA,8,NA,2.5,18
"Scup","Atlantic","revenue","Socioeconomic","1964-1968 mean",NA,NA,NA,8,NA,4.72115384615385,33
"Scup","Atlantic","revenue","Socioeconomic","1965-1969 mean",NA,NA,NA,8,NA,5.16346153846154,32
"Scup","Atlantic","revenue","Socioeconomic","1966-1970 mean",NA,NA,NA,8,NA,5.52884615384615,36
"Scup","Atlantic","revenue","Socioeconomic","1967-1971 mean",NA,NA,NA,8,NA,6.25,47
"Scup","Atlantic","revenue","Socioeconomic","1968-1972 mean",NA,NA,NA,8,NA,6.07692307692308,44
"Scup","Atlantic","revenue","Socioeconomic","1969-1973 mean",NA,NA,NA,8,NA,7.44150641025641,39
"Scup","Atlantic","revenue","Socioeconomic","1970-1974 mean",NA,NA,NA,8,NA,7.37660256410256,38
"Scup","Atlantic","revenue","Socioeconomic","1971-1975 mean",NA,NA,NA,8,NA,6.70833333333333,30
"Scup","Atlantic","revenue","Socioeconomic","1972-1976 mean",NA,NA,NA,8,NA,6.81089743589744,30
"Scup","Atlantic","revenue","Socioeconomic","1973-1977 mean",NA,NA,NA,8,NA,6.25721153846154,20
"Scup","Atlantic","revenue","Socioeconomic","1974-1978 mean",NA,NA,NA,8,NA,6.13782051282051,21
"Scup","Atlantic","revenue","Socioeconomic","1975-1979 mean",NA,NA,NA,8,NA,6.30448717948718,26
"Scup","Atlantic","revenue","Socioeconomic","1976-1980 mean",NA,NA,NA,8,NA,6.84615384615385,38
"Scup","Atlantic","revenue","Socioeconomic","1977-1981 mean",NA,NA,NA,8,NA,7.73317307692308,49
"Scup","Atlantic","revenue","Socioeconomic","1978-1982 mean",NA,NA,NA,8,NA,8.14275472334683,49
"Scup","Atlantic","revenue","Socioeconomic","1979-1983 mean",NA,NA,NA,8,NA,8.80474021592443,50
"Scup","Atlantic","revenue","Socioeconomic","1980-1984 mean",NA,NA,NA,8,NA,9.14274066576698,53
"Scup","Atlantic","revenue","Socioeconomic","1981-1985 mean",NA,NA,NA,8,NA,8.82395692757535,50
"Scup","Atlantic","revenue","Socioeconomic","1982-1986 mean",NA,NA,NA,8,NA,9.40870676880739,47
"Scup","Atlantic","revenue","Socioeconomic","1983-1987 mean",NA,NA,NA,8,NA,9.56497330713662,50
"Scup","Atlantic","revenue","Socioeconomic","1984-1988 mean",NA,NA,NA,8,NA,8.82177800269906,38
"Scup","Atlantic","revenue","Socioeconomic","1985-1989 mean",NA,NA,NA,8,NA,8.86256731099997,36
"Scup","Atlantic","revenue","Socioeconomic","1986-1990 mean",NA,NA,NA,8,NA,8.44843183562224,29
"Scup","Atlantic","revenue","Socioeconomic","1987-1991 mean",NA,NA,NA,8,NA,7.99951046545474,11
"Scup","Atlantic","revenue","Socioeconomic","1988-1992 mean",NA,NA,NA,8,NA,8.38175425365828,17
"Scup","Atlantic","revenue","Socioeconomic","1989-1993 mean",NA,NA,NA,8,NA,8.0978341404038,12
"Scup","Atlantic","revenue","Socioeconomic","1990-1994 mean",NA,NA,NA,8,NA,8.48821726733878,19
"Scup","Atlantic","revenue","Socioeconomic","1991-1995 mean",NA,NA,NA,8,NA,9.26425273213199,31
"Scup","Atlantic","revenue","Socioeconomic","1992-1996 mean",NA,NA,NA,8,NA,9.88682490540076,46
"Scup","Atlantic","revenue","Socioeconomic","1993-1997 mean",NA,NA,NA,8,NA,9.76895954063137,44
"Scup","Atlantic","revenue","Socioeconomic","1994-1998 mean",NA,NA,NA,8,NA,9.82924588526369,46
"Scup","Atlantic","revenue","Socioeconomic","1995-1999 mean",NA,NA,NA,8,NA,9.10116495991109,41
"Scup","Atlantic","revenue","Socioeconomic","1996-2000 mean",NA,NA,NA,8,NA,8.22903932153158,32
"Scup","Atlantic","revenue","Socioeconomic","1997-2001 mean",NA,NA,NA,8,NA,7.66183995528036,28
"Scup","Atlantic","revenue","Socioeconomic","1998-2002 mean",NA,NA,NA,8,NA,6.33178865338308,11
"Scup","Atlantic","revenue","Socioeconomic","1999-2003 mean",NA,NA,NA,8,NA,7.19842852795639,22
"Scup","Atlantic","revenue","Socioeconomic","2000-2004 mean",7781071.44015749,1,61,8,0.0625,6.39649817416845,12
"Scup","Atlantic","revenue","Socioeconomic","2001-2005 mean",8520875.73244858,3,60,8,0.1875,6.71016247254637,14
"Scup","Atlantic","revenue","Socioeconomic","2002-2006 mean",9167597.05587144,8,64,8,0.5,5.88232730676616,6
"Scup","Atlantic","revenue","Socioeconomic","2003-2007 mean",9340400.95170964,9,65,8,0.5625,6.98484179434257,12
"Scup","Atlantic","revenue","Socioeconomic","2004-2008 mean",8821964.74658798,7,63,8,0.4375,5.36870716572729,3
"Scup","Atlantic","revenue","Socioeconomic","2005-2009 mean",8763085.63858854,6,65,8,0.375,5.45551354819931,4
"Scup","Atlantic","revenue","Socioeconomic","2006-2010 mean",8521734.99238903,4,64,8,0.25,6.07790131909714,2
"Scup","Atlantic","revenue","Socioeconomic","2007-2011 mean",8301327.72925854,2,53,8,0.125,6.36957178957953,4
"Scup","Atlantic","revenue","Socioeconomic","2008-2012 mean",8648269.87178497,5,55,8,0.3125,6.35129462041227,5
"Scup","Atlantic","revenue","Socioeconomic","2009-2013 mean",9443193.95521132,10,58,8,0.625,7.95490725304967,26
"Scup","Atlantic","revenue","Socioeconomic","2010-2014 mean",9984715.05919359,11,60,8,0.6875,7.4110079119367,17
"Scup","Atlantic","revenue","Socioeconomic","2011-2015 mean",10793552.5520429,14,61,8,0.875,7.95796535550793,22
"Scup","Atlantic","revenue","Socioeconomic","2012-2016 mean",11184131.7695159,16,62,8,1,7.49536314863327,14
"Scup","Atlantic","revenue","Socioeconomic","2013-2017 mean",10849059.6227516,15,63,8,0.9375,8.07345267391707,20
"Scup","Atlantic","revenue","Socioeconomic","2014-2018 mean",10676388.8849061,13,65,8,0.8125,7.58697937339578,17
"Scup","Atlantic","revenue","Socioeconomic","2015-2019 mean",10443020.8008918,12,65,8,0.75,7.64075854700855,22
